Id,Label,GC
1529,0,161
1530,0,309
1531,0,647
1532,0,647
1533,0,135
1534,0,44
1535,0,-2
1536,0,647
1537,0,49
1538,0,294
1539,0,137
1540,0,22
1541,0,210
1542,0,430
1543,0,75
1544,0,18
1545,0,285
1546,0,324
1547,0,147
1548,0,588
1549,0,131
1550,0,125
1551,0,305
1552,0,57
1553,0,305
1554,0,377
1555,0,167
1556,0,57
1557,0,483
1558,0,161
1559,0,161
1560,0,588
1561,0,483
1562,0,161
1563,0,484
1564,0,301
1565,0,301
1566,0,483
1567,0,161
1568,0,550
1569,0,483
1570,0,483
1571,0,95
1572,0,483
1573,0,247
1574,0,309
1575,0,-2
1576,0,98
1577,0,483
1578,0,138
1579,0,647
1580,0,647
1581,0,-2
1582,0,483
1583,0,483
1584,0,57
1585,0,98
1586,0,75
1587,0,98
1588,0,484
1589,0,23
1590,0,161
1591,0,377
1592,0,95
1593,0,-2
1594,0,209
1595,0,57
1596,0,259
1597,0,484
1598,0,483
1599,0,75
1600,0,75
1601,0,161
1602,0,-2
1603,0,210
1604,0,336
1605,0,-2
1606,0,483
1607,0,483
1608,0,18
1609,0,161
1610,0,413
1611,0,483
1612,0,413
1613,0,259
1614,0,161
1615,0,247
1616,0,247
1617,0,147
1618,0,210
1619,0,483
1620,0,294
1621,0,247
1622,0,210
1623,0,247
1624,0,506
1625,0,-2
1626,0,125
1627,0,37
1628,0,413
1629,0,430
1630,0,483
1631,0,75
1632,0,100
1633,0,309
1634,0,161
1635,0,161
1636,0,165
1637,0,309
1638,0,209
1639,0,161
1640,0,161
1641,0,161
1642,0,209
1643,0,377
1644,0,247
1645,0,309
1646,0,100
1647,0,210
1648,0,21
1649,0,430
1650,0,483
1651,0,125
1652,0,127
1653,0,112
1654,0,115
1655,0,259
1656,0,147
1657,0,-2
1658,0,294
1659,0,64
1660,0,210
1661,0,125
1662,0,135
1663,0,85
1664,0,588
1665,0,65
1666,0,-2
1667,0,484
1668,0,161
1669,0,-2
1670,0,138
1671,0,115
1672,0,258
1673,0,259
1674,0,18
1675,0,483
1676,0,647
1677,0,161
1678,0,324
1679,0,647
1680,0,247
1681,0,112
1682,0,247
1683,0,54
1684,0,647
1685,0,49
1686,0,96
1687,0,247
1688,0,18
1689,0,305
1690,0,98
1691,0,258
1692,0,13
1693,0,258
1694,0,98
1695,0,128
1696,0,309
1697,0,258
1698,0,27
1699,0,-2
1700,0,484
1701,0,588
1702,0,-2
1703,0,506
1704,0,647
1705,0,322
1706,0,247
1707,0,115
1708,0,588
1709,0,647
1710,0,125
1711,0,22
1712,0,161
1713,0,210
1714,0,-2
1715,0,57
1716,0,115
1717,0,161
1718,0,161
1719,0,27
1720,0,96
1721,0,322
1722,0,259
1723,0,161
1724,0,161
1725,0,-2
1726,0,161
1727,0,309
1728,0,-2
1729,0,-2
1730,0,161
1731,0,285
1732,0,21
1733,0,247
1734,0,377
1735,0,54
1736,0,647
1737,0,138
1738,0,98
1739,0,309
1740,0,161
1741,0,324
1742,0,647
1743,0,-2
1744,0,647
1745,0,377
1746,0,57
1747,0,506
1748,0,147
1749,0,147
1750,0,115
1751,0,413
1752,0,44
1753,0,54
1754,0,161
1755,0,647
1756,0,247
1757,0,39
1758,0,647
1759,0,647
1760,0,-2
1761,0,18
1762,0,285
1763,0,147
1764,0,75
1765,0,138
1766,0,98
1767,0,167
1768,0,161
1769,0,247
1770,0,23
1771,0,125
