Source,Target,Type,Id,Weight
53,593,undirected,1064,1
53,609,undirected,1065,1
53,614,undirected,1066,1
531,532,undirected,1067,1
531,533,undirected,1068,1
534,535,undirected,1069,1
536,537,undirected,1070,1
536,538,undirected,1071,1
537,538,undirected,1072,1
539,540,undirected,1073,1
54,102,undirected,1074,1
54,55,undirected,1075,1
541,546,undirected,1076,1
541,552,undirected,1077,1
541,590,undirected,1078,1
542,543,undirected,1079,1
542,544,undirected,1080,1
543,544,undirected,1081,1
544,594,undirected,1082,1
545,546,undirected,1083,1
547,548,undirected,1084,1
547,549,undirected,1085,1
547,623,undirected,1086,1
548,549,undirected,1087,1
55,101,undirected,1088,1
55,102,undirected,1089,1
55,327,undirected,1090,1
550,551,undirected,1091,1
552,588,undirected,1092,1
553,554,undirected,1093,1
553,555,undirected,1094,1
553,556,undirected,1095,1
554,555,undirected,1096,1
554,556,undirected,1097,1
554,557,undirected,1098,1
554,558,undirected,1099,1
554,559,undirected,1100,1
554,560,undirected,1101,1
555,556,undirected,1102,1
556,557,undirected,1103,1
556,558,undirected,1104,1
556,559,undirected,1105,1
557,558,undirected,1106,1
557,559,undirected,1107,1
558,559,undirected,1108,1
56,190,undirected,1109,1
56,191,undirected,1110,1
56,269,undirected,1111,1
56,270,undirected,1112,1
56,271,undirected,1113,1
56,272,undirected,1114,1
56,273,undirected,1115,1
56,274,undirected,1116,1
56,275,undirected,1117,1
56,300,undirected,1118,1
56,340,undirected,1119,1
561,562,undirected,1120,1
561,563,undirected,1121,1
562,563,undirected,1122,1
564,565,undirected,1123,1
566,567,undirected,1124,1
568,569,undirected,1125,1
568,570,undirected,1126,1
568,571,undirected,1127,1
568,572,undirected,1128,1
568,573,undirected,1129,1
568,574,undirected,1130,1
569,570,undirected,1131,1
569,571,undirected,1132,1
569,572,undirected,1133,1
569,573,undirected,1134,1
569,574,undirected,1135,1
57,58,undirected,1136,1
57,59,undirected,1137,1
570,571,undirected,1138,1
570,572,undirected,1139,1
570,573,undirected,1140,1
570,574,undirected,1141,1
571,572,undirected,1142,1
571,573,undirected,1143,1
571,574,undirected,1144,1
572,573,undirected,1145,1
572,574,undirected,1146,1
